"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 03 06:26:04 UTC 2026","Sat Jan 03 06:26:04 UTC 2026","346","REST API Test Suite","Object API GET All Objects Tests","com.api.automation.tests.endpoints.restfulapi.ObjectGetAllTests","com.api.automation.tests.endpoints.restfulapi.ObjectGetAllTests","testGetAllObjectsAsArray","Verify all objects are returned as ApiObject array",""
"passed","Sat Jan 03 06:25:54 UTC 2026","Sat Jan 03 06:25:54 UTC 2026","176","REST API Test Suite","User API Tests","com.api.automation.tests.jsonplaceholder.UserTests","com.api.automation.tests.jsonplaceholder.UserTests","testGetUserAsObject","Verify getting user as object",""
"passed","Sat Jan 03 06:26:03 UTC 2026","Sat Jan 03 06:26:03 UTC 2026","344","REST API Test Suite","Object API GET by IDs Tests","com.api.automation.tests.endpoints.restfulapi.ObjectGetByIdsTests","com.api.automation.tests.endpoints.restfulapi.ObjectGetByIdsTests","testGetObjectsByIdsDuplicates","Verify handling of duplicate IDs in query",""
"passed","Sat Jan 03 06:25:55 UTC 2026","Sat Jan 03 06:25:55 UTC 2026","166","REST API Test Suite","User API Tests","com.api.automation.tests.jsonplaceholder.UserTests","com.api.automation.tests.jsonplaceholder.UserTests","testUpdateUser","Verify updating a user",""
"broken","Sat Jan 03 06:26:23 UTC 2026","Sat Jan 03 06:26:24 UTC 2026","331","REST API Test Suite","Object API DELETE Tests","com.api.automation.tests.endpoints.restfulapi.ObjectDeleteTests","com.api.automation.tests.endpoints.restfulapi.ObjectDeleteTests","testDeleteObjectIdInResponseMessage","Verify delete object with specific ID contains correct ID in response",""
"passed","Sat Jan 03 06:26:03 UTC 2026","Sat Jan 03 06:26:04 UTC 2026","333","REST API Test Suite","Object API GET All Objects Tests","com.api.automation.tests.endpoints.restfulapi.ObjectGetAllTests","com.api.automation.tests.endpoints.restfulapi.ObjectGetAllTests","testGetAllObjectsIsArray","Verify all objects response is an array",""
"passed","Sat Jan 03 06:26:06 UTC 2026","Sat Jan 03 06:26:07 UTC 2026","347","REST API Test Suite","Object API GET All Objects Tests","com.api.automation.tests.endpoints.restfulapi.ObjectGetAllTests","com.api.automation.tests.endpoints.restfulapi.ObjectGetAllTests","testGetAllObjectsContentType","Verify content type is application/json",""
"passed","Sat Jan 03 06:26:08 UTC 2026","Sat Jan 03 06:26:09 UTC 2026","407","REST API Test Suite","Object API POST Tests","com.api.automation.tests.endpoints.restfulapi.ObjectPostTests","com.api.automation.tests.endpoints.restfulapi.ObjectPostTests","testCreateObject","Verify creating a new object with complete data",""
"failed","Sat Jan 03 06:26:12 UTC 2026","Sat Jan 03 06:26:12 UTC 2026","349","REST API Test Suite","Object API PUT Tests","com.api.automation.tests.endpoints.restfulapi.ObjectPutTests","com.api.automation.tests.endpoints.restfulapi.ObjectPutTests","testUpdateObjectResponseStructure","Verify PUT update response contains updatedAt field",""
"broken","Sat Jan 03 06:26:21 UTC 2026","Sat Jan 03 06:26:21 UTC 2026","351","REST API Test Suite","Object API DELETE Tests","com.api.automation.tests.endpoints.restfulapi.ObjectDeleteTests","com.api.automation.tests.endpoints.restfulapi.ObjectDeleteTests","testDeleteObjectResponseContainsId","Verify delete response contains object ID in message",""
